"","x"
"2635","YOL007C"
"2636","YOL011W"
"2637","YOL012C"
"2638","YOL019W"
"2639","YOL022C"
"2640","YOL023W"
"2641","YOL030W"
"2642","YOL031C"
"2643","YOL036W"
"2644","YOL039W"
"2645","YOL048C"
"2646","YOL049W"
"2647","YOL050C"
"2648","YOL052C-A"
"2649","YOL056W"
"2650","YOL059W"
"2651","YOL060C"
"2652","YOL064C"
"2653","YOL068C"
"2654","YOL075C"
"2655","YOL076W"
"2656","YOL077W-A"
"2657","YOL080C"
"2658","YOL081W"
"2659","YOL084W"
"2660","YOL085C"
"2661","YOL091W"
"2662","YOL102C"
"2663","YOL103W"
"2664","YOL105C"
"2665","YOL109W"
"2666","YOL113W"
"2667","YOL114C"
"2668","YOL119C"
"2669","YOL120C"
"2670","YOL121C"
"2671","YOL125W"
"2672","YOL126C"
"2673","YOL128C"
"2674","YOL136C"
"2675","YOL144W"
"2676","YOL145C"
"2677","YOL148C"
"2678","YOL151W"
"2679","YOL152W"
"2680","YOL154W"
"2681","YOL155C"
"2682","YOL156W"
"2683","YOL157C"
"2684","YOL158C"
"2685","YOL159C"
"2686","YOL160W"
"2687","YOL166C"
"2688","YOR019W"
"2689","YOR023C"
"2690","YOR024W"
"2691","YOR025W"
"2692","YOR029W"
"2693","YOR045W"
"2694","YOR047C"
"2695","YOR049C"
"2696","YOR058C"
"2697","YOR064C"
"2698","YOR065W"
"2699","YOR066W"
"2700","YOR073W"
"2701","YOR074C"
"2702","YOR075W"
"2703","YOR092W"
"2704","YOR095C"
"2705","YOR096W"
"2706","YOR100C"
"2707","YOR101W"
"2708","YOR102W"
"2709","YOR107W"
"2710","YOR108W"
"2711","YOR128C"
"2712","YOR130C"
"2713","YOR138C"
"2714","YOR147W"
"2715","YOR149C"
"2716","YOR154W"
"2717","YOR162C"
"2718","YOR163W"
"2719","YOR164C"
"2720","YOR165W"
"2721","YOR173W"
"2722","YOR178C"
"2723","YOR179C"
"2724","YOR182C"
"2725","YOR183W"
"2726","YOR187W"
"2727","YOR192C-A"
"2728","YOR192C-B"
"2729","YOR205C"
"2730","YOR208W"
"2731","YOR209C"
"2732","YOR213C"
"2733","YOR221C"
"2734","YOR222W"
"2735","YOR230W"
"2736","YOR234C"
"2737","YOR235W"
"2738","YOR236W"
"2739","YOR246C"
"2740","YOR247W"
"2741","YOR248W"
"2742","YOR253W"
"2743","YOR254C"
"2744","YOR255W"
"2745","YOR262W"
"2746","YOR264W"
"2747","YOR268C"
"2748","YOR269W"
"2749","YOR271C"
"2750","YOR273C"
"2751","YOR274W"
"2752","YOR275C"
"2753","YOR280C"
"2754","YOR282W"
"2755","YOR284W"
"2756","YOR292C"
"2757","YOR293W"
"2758","YOR298C-A"
"2759","YOR299W"
"2760","YOR300W"
"2761","YOR302W"
"2762","YOR303W"
"2763","YOR306C"
"2764","YOR307C"
"2765","YOR309C"
"2766","YOR311C"
"2767","YOR312C"
"2768","YOR313C"
"2769","YOR314W"
"2770","YOR315W"
"2771","YOR316C"
"2772","YOR317W"
"2773","YOR318C"
"2774","YOR319W"
"2775","YOR322C"
"2776","YOR336W"
"2777","YOR337W"
"2778","YOR338W"
"2779","YOR342C"
"2780","YOR343C"
"2781","YOR343C-A"
"2782","YOR343C-B"
"2783","YOR344C"
"2784","YOR355W"
"2785","YOR359W"
"2786","YOR360C"
"2787","YOR365C"
"2788","YOR367W"
"2789","YOR369C"
"2790","YOR373W"
"2791","YOR378W"
"2792","YOR381W"
"2793","YOR388C"
"2794","YOR389W"
"2795","YPL011C"
"2796","YPL014W"
"2797","YPL015C"
"2798","YPL016W"
"2799","YPL017C"
"2800","YPL018W"
"2801","YPL019C"
"2802","YPL024W"
"2803","YPL025C"
"2804","YPL032C"
"2805","YPL034W"
"2806","YPL037C"
"2807","YPL050C"
"2808","YPL056C"
"2809","YPL059W"
"2810","YPL060C-A"
"2811","YPL060W"
"2812","YPL061W"
"2813","YPL062W"
"2814","YPL079W"
"2815","YPL080C"
"2816","YPL081W"
"2817","YPL082C"
"2818","YPL090C"
"2819","YPL116W"
"2820","YPL117C"
"2821","YPL123C"
"2822","YPL124W"
"2823","YPL127C"
"2824","YPL129W"
"2825","YPL132W"
"2826","YPL133C"
"2827","YPL141C"
"2828","YPL143W"
"2829","YPL144W"
"2830","YPL145C"
"2831","YPL146C"
"2832","YPL150W"
"2833","YPL155C"
"2834","YPL156C"
"2835","YPL157W"
"2836","YPL158C"
"2837","YPL159C"
"2838","YPL163C"
"2839","YPL165C"
"2840","YPL175W"
"2841","YPL176C"
"2842","YPL180W"
"2843","YPL182C"
"2844","YPL184C"
"2845","YPL188W"
"2846","YPL198W"
"2847","YPL199C"
"2848","YPL206C"
"2849","YPL207W"
"2850","YPL226W"
"2851","YPL228W"
"2852","YPL232W"
"2853","YPL242C"
"2854","YPL249C-A"
"2855","YPL251W"
"2856","YPL253C"
"2857","YPL255W"
"2858","YPL265W"
"2859","YPL267W"
"2860","YPL270W"
"2861","YPL271W"
"2862","YPL275W"
"2863","YPL276W"
"2864","YPL277C"
"2865","YPL278C"
"2866","YPL283C"
"2867","YPR002C-A"
"2868","YPR009W"
"2869","YPR013C"
"2870","YPR014C"
"2871","YPR017C"
"2872","YPR020W"
"2873","YPR026W"
"2874","YPR030W"
"2875","YPR032W"
"2876","YPR035W"
"2877","YPR042C"
"2878","YPR043W"
"2879","YPR048W"
"2880","YPR052C"
"2881","YPR053C"
"2882","YPR056W"
"2883","YPR060C"
"2884","YPR067W"
"2885","YPR072W"
"2886","YPR074C"
"2887","YPR075C"
"2888","YPR076W"
"2889","YPR080W"
"2890","YPR083W"
"2891","YPR102C"
"2892","YPR111W"
"2893","YPR113W"
"2894","YPR115W"
"2895","YPR120C"
"2896","YPR123C"
"2897","YPR124W"
"2898","YPR125W"
"2899","YPR128C"
"2900","YPR129W"
"2901","YPR131C"
"2902","YPR132W"
"2903","YPR133C"
"2904","YPR133W-A"
"2905","YPR134W"
"2906","YPR139C"
"2907","YPR140W"
"2908","YPR145W"
"2909","YPR148C"
"2910","YPR149W"
"2911","YPR151C"
"2912","YPR158W"
"2913","YPR158W-A"
"2914","YPR158W-B"
"2915","YPR163C"
"2916","YPR164W"
"2917","YPR176C"
"2918","YPR183W"
"2919","YPR186C"
"2920","YPR194C"
"2921","YPR195C"
"2922","YPR198W"
"2923","YPR202W"
"2924","YPR203W"
